  8.8205300000000000e+006	  1.3900000000000000e+010	  1.2706516666666668e+010	  1.1934833333333321e+009	  8.5862110311750506e-002	  8.5862110311750506e-002	
  9.6683560000000000e+006	  2.1250000000000000e+010	  4.4500000000000000e+010	 -2.3250000000000000e+010	 -1.0941176470588236e+000	  1.0941176470588236e+000	
  6.0786640000000000e+006	  9.5000000000000000e+009	  1.0537222222222221e+010	 -1.0372222222222214e+009	 -1.0918128654970752e-001	  1.0918128654970752e-001	
  9.1891870000000000e+006	  3.2500000000000000e+010	  2.8975555555555557e+010	  3.5244444444444427e+009	  1.0844444444444440e-001	  1.0844444444444440e-001	
  3.5492660000000000e+006	  3.3900000000000000e+010	  3.3486716666666668e+010	  4.1328333333333206e+008	  1.2191248770894751e-002	  1.2191248770894751e-002	
  6.2433080000000000e+006	  1.2500000000000000e+010	  1.0537222222222221e+010	  1.9627777777777786e+009	  1.5702222222222229e-001	  1.5702222222222229e-001	
  1.7773450000000000e+006	  4.5800000000000000e+010	  4.0866666666666672e+010	  4.9333333333333282e+009	  1.0771470160116438e-001	  1.0771470160116438e-001	
  3.0868100000000000e+006	  3.9681900000000000e+010	  4.1705988888888885e+010	 -2.0240888888888855e+009	 -5.1007862246739331e-002	  5.1007862246739331e-002	
  1.5210040000000000e+006	  8.1000000000000000e+009	  7.9441666666666670e+009	  1.5583333333333302e+008	  1.9238683127571977e-002	  1.9238683127571977e-002	
  9.6700600000000000e+005	  1.7700000000000000e+010	  1.8188000000000000e+010	 -4.8800000000000000e+008	 -2.7570621468926554e-002	  2.7570621468926554e-002	
  5.2142100000000000e+006	  5.3000000000000000e+009	  6.3950000000000000e+009	 -1.0950000000000000e+009	 -2.0660377358490567e-001	  2.0660377358490567e-001	
  1.8232550000000000e+006	  1.3260000000000000e+010	  1.9825000000000000e+010	 -6.5650000000000000e+009	 -4.9509803921568629e-001	  4.9509803921568629e-001	
  2.1260480000000000e+006	  8.5000000000000000e+010	  7.6001000000000000e+010	  8.9990000000000000e+009	  1.0587058823529412e-001	  1.0587058823529412e-001	
  1.0590030000000000e+006	  8.4900000000000000e+009	  4.5980000000000000e+009	  3.8920000000000000e+009	  4.5842167255594818e-001	  4.5842167255594818e-001	
  1.0991600000000000e+006	  9.6000000000000000e+009	  8.9555000000000000e+009	  6.4450000000000000e+008	  6.7135416666666670e-002	  6.7135416666666670e-002	
  4.8029200000000000e+006	  2.6100000000000000e+010	  2.6895555555555557e+010	 -7.9555555555555725e+008	 -3.0481055768412157e-002	  3.0481055768412157e-002	
  9.3812340000000000e+006	  1.2500000000000000e+010	  1.2450000000000000e+010	  5.0000000000000000e+007	  4.0000000000000001e-003	  4.0000000000000001e-003	
